text,name,favourite_count,retweet_count,created_at,polaridad,subjetividad,sentiment,neg,neu,pos,compound
Exigimos a disculpa!!!Esto no  pue dar así remos respeto.DisculpateMikeSilvero DisculpateABCCOLOR ,LUCERO,0,36,2021-06-19 20:01:23,0.0,0.0,negative,0.17,0.83,0.0,-0.4724
So voy a cirte esto RACISMISNOTCOMEDY DisculpateMikeSilvero DisculpateABCCOLOR ,LUCERO,0,5,2021-06-19 20:01:09,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Gte gan pidido  disculpa y gan ponido     no    olvido  xofobia y  manipudores qu…,Alessuga,0,990,2021-06-19 19:49:22,0.0,0.0,negative,0.095,0.905,0.0,-0.296
 Exigimos respeto y a disculpa!!!! Aprda por favor a respetar a todas s personas a  periodista  verdad!! DisculpateMikeSilveroDisculpateABCCOLORElRacismoNoEsLibertadDeExpreonRacismIsNotFreedomOfExpreson ApogizeABCCOLOR ,Alessuga,1,0,2021-06-19 19:48:55,0.0,0.0,positive,0.0,0.85,0.15,0.5951
EXIGIMOS  DISCULPA “diversos so   tinte  su cab” FRASE RACISTA Y XENOFOBICA“tampoco son muy buos  l…,",,,Aslan˚✧₊⁎❝᷀ົཽ≀ˍ̮ ❝᷀ົཽ⁎⁺˳✧༚",0,521,2021-06-19 19:43:11,0.0,0.0,neutral,0.0,1.0,0.0,0.0
JIMIN Y Becky g dijeron  La gte  crítica mplemte me da pa. La Rap líne dijeron  Ustes vidioso rtido…,LUCERO,0,145,2021-06-19 19:40:29,0.0,0.0,neutral,0.0,1.0,0.0,0.0
VEN? HASTA ELLOS LO SABEN SABEN QUE SOMOS CAPACES DE DEFENDERLOS  Y UN MILLÓN DE VECES SABEN QUE SOMOS CAPACES DE…,LUCERO,0,92,2021-06-19 19:34:28,0.0,0.0,neutral,0.0,1.0,0.0,0.0
JIMIN Y Becky g dijeron  La gte  crítica mplemte me da pa. La Rap líne dijeron  Ustes vidioso rtido…,MAYRA MELCHI,0,145,2021-06-19 19:34:05,0.0,0.0,neutral,0.0,1.0,0.0,0.0
VEN? HASTA ELLOS LO SABEN SABEN QUE SOMOS CAPACES DE DEFENDERLOS  Y UN MILLÓN DE VECES SABEN QUE SOMOS CAPACES DE…,MAYRA MELCHI,0,92,2021-06-19 19:33:36,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Con respecto al artícu redactado por exigimos  a removido y  disculp por haber hecho tal acus…,Alexandra Cabrera,0,1563,2021-06-19 19:33:12,0.0,0.0,neutral,0.0,1.0,0.0,0.0
ApogizeABCCOLORDisculpateABCCOLOR Están difdido a noticia  es completamte falsa. Ya estamos cansados  q…,Alexandra Cabrera,0,138,2021-06-19 19:32:56,0.0,0.0,neutral,0.0,1.0,0.0,0.0
“nuestros fans recib muchas críticas so por r fans  idols  son realmte grans personas do honesto so…,Sel,0,14,2021-06-19 19:31:00,0.0,0.0,neutral,0.0,1.0,0.0,0.0
VEN? HASTA ELLOS LO SABEN SABEN QUE SOMOS CAPACES DE DEFENDERLOS  Y UN MILLÓN DE VECES SABEN QUE SOMOS CAPACES DE…,Sash💜🐳🧈 SOS Colombia🇨🇴📢,0,92,2021-06-19 19:19:28,0.0,0.0,neutral,0.0,1.0,0.0,0.0
“nuestros fans recib muchas críticas so por r fans  idols  son realmte grans personas do honesto…,Fernelly Durango R.,0,1941,2021-06-19 19:15:34,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Imagínate r  racista  mie*da y cir  s son productos sobrevarados n quiera informarte     gru…,⁷🌠rosa🎗️🏷️⁷,0,708,2021-06-19 19:12:15,0.0,0.0,negative,0.146,0.854,0.0,-0.5574
Como army hemos vido soportando diversos atas  medios extranjeros por mplemte fr a bangtn  atas x…,Keren Soliz,0,3695,2021-06-19 19:06:26,0.0,0.0,positive,0.0,0.928,0.072,0.1027
Con respecto al artícu redactado por exigimos  a removido y  disculp por haber hecho tal acus…,🇦🇲Vanessa JKM🔰🍊 🧈,0,1563,2021-06-19 19:00:37,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Esto ya esta esta llegando maado lejos exijimos   borre todos s articus es y BH tome medidas legales…,🇦🇲Vanessa JKM🔰🍊 🧈,0,3603,2021-06-19 19:00:31,0.0,0.0,neutral,0.0,1.0,0.0,0.0
DisculpateMikeSilveroDisculpateABCCOLOR No permitiremos  racismo y xofobia contra s chicos todos merec respeto Si no ties nada buo  cir no abras  boca ,Alison de Condori,1,1,2021-06-19 18:59:26,0.0,0.0,negative,0.231,0.769,0.0,-0.6808
Si no pues respetar ni quiera habrás  boca - Namjoon RACISMISNOTCOMEDYApogizeABCCOLOR ApogizeMikeSilver…,Paula_ARMY,0,514,2021-06-19 18:56:32,0.0,0.0,negative,0.136,0.864,0.0,-0.296
Con respecto al artícu redactado por exigimos  a removido y  disculp por haber hecho tal acus…,🎲↬†ஓீۣۣۣۣ፝ۜ፝ۜ͜͜͡͡ 🍁Kings ۣۣ፝ۜ͜͡ஓீ†↫⁷🎲,0,1563,2021-06-19 18:54:53,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Esto ya esta esta llegando maado lejos exijimos   borre todos s articus es y BH tome medidas legales…,🎲↬†ஓீۣۣۣۣ፝ۜ፝ۜ͜͜͡͡ 🍁Kings ۣۣ፝ۜ͜͡ஓீ†↫⁷🎲,0,3603,2021-06-19 18:54:30,0.0,0.0,neutral,0.0,1.0,0.0,0.0
No  vale  tipos  él estén  tevión don están s vares?No hay no existe! Y éste tipo no tie escrúpus al cir todo esto  tevión abiertaes shonroso y shonesto vergüza me da esté tipo  comportamitoDisculpateMikeSilveroDisculpateABCCOLOR,Dianita❤,1,0,2021-06-19 18:45:28,0.0,0.0,negative,0.157,0.843,0.0,-0.7088
❗COPIEN Y PEGUEN PARA HACER TENDENCIA❗EXIGIMOS  DISCULPA ESTO ES  PROFESIONALISMODisculpateMikeSilveroDisculpateABCCOLORElRacismoNoEsLibertadDeExpreonRacismIsNotFreedomOfExpresonApogizeMikeSilvero NUNCAMASSOMOSGEN ApogizeABCCOLOR,Jessi army,2,0,2021-06-19 18:43:37,0.0,0.0,neutral,0.0,1.0,0.0,0.0
 DisculpateMikeSilvero DisculpateABCCOLOR Respeto es  qué les falta amarillistas exigimos disculpas  verdad no esa mierda invtada con su estúpido chaleco antibas,Iris,1,0,2021-06-19 18:10:07,0.0,0.0,negative,0.091,0.909,0.0,-0.296
Me parece a falta  respeto esto.ApogizeMikeSilvero DisculpateMikeSilvero DisculpateABCCOLOR EXIGIMOS …,Andrea Fuentes,0,1,2021-06-19 18:09:38,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Cuando eres  periodista real fdamtas y con pruebas cals bocas cuando eres  periodista mediocre habs    habn s más  crearte fama.racismoApogizeABCCOLOR ApogizeMikeSilvero DisculpateABCCOLOR DisculpateMikeSilvero xofobia ,Jaz,1,0,2021-06-19 18:09:06,-0.15,0.65,neutral,0.0,1.0,0.0,0.0
Me parece a falta  respeto esto.ApogizeMikeSilvero DisculpateMikeSilvero DisculpateABCCOLOR EXIGIMOS  DISCULPA,Andrea Fuentes,2,1,2021-06-19 18:08:51,0.0,0.0,neutral,0.0,1.0,0.0,0.0
So comtaste  crearte fama   único  mostraste fue  eres  hombre racista y con falta  conocimito.DisculpateMikeSilveroDisculpateABCCOLOR ,Jaz,2,0,2021-06-19 18:04:24,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Esto ya esta esta llegando maado lejos exijimos   borre todos s articus es y BH tome medidas legales…,Alexandra Cabrera,0,3603,2021-06-19 18:01:16,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Sabes  es divertido? Que estos bots te van a jar n trabajoDices   éxito  BTS es manipudo pues yo no  c…,Hortensia,0,26,2021-06-19 17:57:42,0.0,0.0,negative,0.188,0.812,0.0,-0.7003
Y todavía no tie vergüza  disculpar su falta  profeonalismo.ApogizeABCCOLORApogizeMikeSilveroDisculpateABCCOLORDisculpateMikeSilvero,SooLi_ˢᵉᵛᵉⁿ🚲💛💜,0,0,2021-06-19 17:52:47,0.0,0.0,negative,0.145,0.855,0.0,-0.296
 ApogizeABCCOLOR ApogizeMikeSilvero DisculpateMikeSilvero DisculpateABCCOLOR El racismo no es a broma!!,xani robles,0,0,2021-06-19 17:50:04,0.0,0.0,negative,0.218,0.782,0.0,-0.4184
abc su éxito es manipudo bts   DisculpateABCCOLOR ,Vianey,0,6468,2021-06-19 17:49:17,0.0,0.0,neutral,0.0,1.0,0.0,0.0
 Lo  haces por  minuto  famaDisculpateMikeSilveroApogizeMikeSilveroDisculpateABCCOLORApogizeABCCOLOR,Maria Fernanda,1,0,2021-06-19 17:45:43,0.0,0.0,neutral,0.0,1.0,0.0,0.0
 Exigimos a bua disculpa hacia Bangtan y Army  amás   spido ya   nota  Mike no tie profeonalismo y tie muy normalizado  racismo y  xofobia .DisculpateMikeSilvero DisculpateABCCOLOR ElRasmoNoEsLibertadDeExpreon,Monserrat,1,0,2021-06-19 17:37:53,0.0,0.0,negative,0.068,0.932,0.0,-0.296
No formo parte l fandom  BTS  me parece injusto  e diario amarillista  Abc Cor quiere smeritar a artistas…,Karla,0,1719,2021-06-19 17:34:36,0.0,0.0,negative,0.091,0.909,0.0,-0.296
Por favor copi y pegu s   hacer tncia y nciar  q está pasandoDisculpateMikeSilveroDisculpateAB…,BULLETPROOF,0,1097,2021-06-19 17:31:50,0.0,0.0,positive,0.0,0.847,0.153,0.4019
Con respecto al artícu redactado por exigimos  a removido y  disculp por haber hecho tal acus…,Etanim,0,1563,2021-06-19 17:24:46,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Lmars Productos sobrevarados a esos chicos  lucharon  llegar al éxito es  rio? DisculpateMikeSilvero …,Dany🍀,0,4,2021-06-19 17:24:22,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Lmars Productos sobrevarados a esos chicos  lucharon  llegar al éxito es  rio? DisculpateMikeSilvero …,Bichiyal pensativa ✞,0,4,2021-06-19 17:15:44,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Por favor ví este correo no olvin cambiar algas cosas   no les tome  spam. Ya pasó  dia y  t…,Ｄ𝔞𝐧ᕼ ᶻᶻᶻ,0,1260,2021-06-19 17:12:50,0.0,0.0,negative,0.225,0.686,0.088,-0.4939
 EXIGIMOS  DISCULPA ESTO ES  PROFESIONALISMODisculpateMikeSilveroDisculpateABCCOLORElRacismoNoEsLibertadDeExpreonRacismIsNotFreedomOfExpresonApogizeMikeSilvero NUNCAMASSOMOSGEN ApogizeABCCOLOR,숭영미,2,0,2021-06-19 17:12:38,0.0,0.0,neutral,0.0,1.0,0.0,0.0
 EXIGIMOS  DISCULPA ESTO ES  PROFESIONALISMODisculpateMikeSilveroDisculpateABCCOLORElRacismoNoEsLibertadDeExpreonRacismIsNotFreedomOfExpresonApogizeMikeSilvero NUNCAMASSOMOSGEN ApogizeABCCOLOR,숭영미,1,0,2021-06-19 17:12:12,0.0,0.0,neutral,0.0,1.0,0.0,0.0
 EXIGIMOS  DISCULPA ESTO ES  PROFESIONALISMODisculpateMikeSilveroDisculpateABCCOLORElRacismoNoEsLibertadDeExpreonRacismIsNotFreedomOfExpresonApogizeMikeSilvero NUNCAMASSOMOSGEN ApogizeABCCOLOR,숭영미,1,0,2021-06-19 17:11:20,0.0,0.0,neutral,0.0,1.0,0.0,0.0
 ❗COPIEN Y PEGUEN PARA HACER TENDENCIA❗EXIGIMOS  DISCULPA ESTO ES  PROFESIONALISMODisculpateMikeSilveroDisculpateABCCOLORElRacismoNoEsLibertadDeExpreonRacismIsNotFreedomOfExpresonApogizeMikeSilvero NUNCAMASSOMOSGEN ApogizeABCCOLOR,숭영미,2,1,2021-06-19 17:09:52,0.0,0.0,neutral,0.0,1.0,0.0,0.0
El racismo no es divertido  exigimos a disculpa!Discúlpate biDisculpateMikeSilveroApogizeMikeSilveroDisculpateABCCOLOR ApogizeABCCOLORDisculpateABCCOLOR,Val.tete,1,0,2021-06-19 16:58:50,0.0,0.0,negative,0.151,0.849,0.0,-0.3595
El racismo no es divertido  exigimos a disculpa!DisculpateMikeSilveroApogizeMikeSilveroDisculpateABCCOLOR,Val.tete,0,0,2021-06-19 16:57:27,0.0,0.0,negative,0.199,0.801,0.0,-0.3595
Con respecto al artícu redactado por exigimos  a removido y  disculp por haber hecho tal acus…,Val.tete,0,1563,2021-06-19 16:53:42,0.0,0.0,neutral,0.0,1.0,0.0,0.0
 El racismo no es divertido  exigimos a disculpa!DisculpateMikeSilveroApogizeMikeSilveroDisculpateABCCOLOR ApogizeABCCOLOR,미 렐리 ™,2,0,2021-06-19 16:53:32,0.0,0.0,negative,0.172,0.828,0.0,-0.3595
Nadie  mete con  s son maado buas personas son luz y ayudó a ARMY    am a sí mismas…,Fernanda.icc,0,1,2021-06-19 16:50:57,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Lmars Productos sobrevarados a esos chicos  lucharon  llegar al éxito es  rio? DisculpateMikeSilvero …,𝙲𝚘𝚏𝚏𝚎𝚔𝚘𝚘𝚔🐥𝚘𝚝⁷|🎹🧈,0,4,2021-06-19 16:44:43,0.0,0.0,neutral,0.0,1.0,0.0,0.0
 EXIGIMOS  DISCULPA!!DisculpateMikeSilveroDisculpateABCCOLORElRacismoNoEsLibertadDeExpreonRacismIsNotFreedomOfExpreson ApogizeABCCOLOR,❃Seo ᴮᴱ ❃,2,0,2021-06-19 16:39:30,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Una vez  k-army hace  poble   todo llegue a s noticias coreanas s  causaron dichos problemas ya no tie…,Elizabeth💜💜💜,0,66,2021-06-19 16:30:24,0.0,0.0,negative,0.087,0.913,0.0,-0.296
VEN? HASTA ELLOS LO SABEN SABEN QUE SOMOS CAPACES DE DEFENDERLOS  Y UN MILLÓN DE VECES SABEN QUE SOMOS CAPACES DE…,Elizabeth💜💜💜,0,92,2021-06-19 16:30:03,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Exigimos a disculpa YA !!! DisculpateMikeSilveroDisculpateABCCOLORElRacismoNoEsLibertadDeExpreonRacismIsNotFre…,adriana,0,58,2021-06-19 16:29:53,0.0,0.0,neutral,0.0,1.0,0.0,0.0
JIMIN Y Becky g dijeron  La gte  crítica mplemte me da pa. La Rap líne dijeron  Ustes vidioso rtido…,Elizabeth💜💜💜,0,145,2021-06-19 16:29:52,0.0,0.0,neutral,0.0,1.0,0.0,0.0
“Si no pues respetar ni quiera abras  boca”-Kim Namjoon ApogizeMikeSilvero DisculpateMikeSilvero EXIGIMOS …,Elizabeth💜💜💜,0,74,2021-06-19 16:29:45,0.0,0.0,negative,0.128,0.872,0.0,-0.296
Y s niñas   años somos nosotrascuando  ñor  va por s  tira comtarios fuera  lugar incitando  odio y…,💛전정국💛,0,428,2021-06-19 16:25:05,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Si tu opinión incita al odio ridiculiza o hace mos a a persona NO es a opinión es maltrato/discriminación. Y…,💛전정국💛,0,199,2021-06-19 16:24:55,0.0,0.0,negative,0.134,0.866,0.0,-0.4466
 De qué eres  racista xófobo y  México ya eres famoso por estúpido 🇲🇽 DisculpateMikeSilvero  DisculpateABCCOLOR  ARMY,Gaby Ale,3,0,2021-06-19 16:24:46,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Exigimos a disculpa!!!Esto no  pue dar así remos respeto.DisculpateMikeSilvero DisculpateABCCOLOR ,atsumi tanezaki,0,36,2021-06-19 16:23:11,0.0,0.0,negative,0.17,0.83,0.0,-0.4724
Te dico esta  De mi poroso Dios Min Yoongi ra  DisculpateABCCOLORApogizeABCCOLOR ht…,💜 Lore 🇲🇽🌞,0,15,2021-06-19 16:22:39,0.0,0.0,neutral,0.0,1.0,0.0,0.0
vivimos   país con tanta xofobia cansada  vivir   país así  vez  habr  s necedas qué hay  e…,💜 Lore 🇲🇽🌞,0,52,2021-06-19 16:21:45,0.0,0.0,neutral,0.0,1.0,0.0,0.0
